,PassengerId,Survived,Pclass,Age,Sex,SibSp,Parch,Embarked
182,183,0,3,9.0,male,4,2,S
183,184,1,2,1.0,male,2,1,S
184,185,1,3,4.0,female,0,2,S
187,188,1,1,45.0,male,0,0,S
188,189,0,3,40.0,male,1,1,Q
189,190,0,3,36.0,male,0,0,S
190,191,1,2,32.0,female,0,0,S
191,192,0,2,19.0,male,0,0,S
192,193,1,3,19.0,female,1,0,S
193,194,1,2,3.0,male,1,1,S
194,195,1,1,44.0,female,0,0,C
195,196,1,1,58.0,female,0,0,C
197,198,0,3,42.0,male,0,1,S
199,200,0,2,24.0,female,0,0,S
200,201,0,3,28.0,male,0,0,S
202,203,0,3,34.0,male,0,0,S
203,204,0,3,45.5,male,0,0,C
204,205,1,3,18.0,male,0,0,S
205,206,0,3,2.0,female,0,1,S
206,207,0,3,32.0,male,1,0,S
207,208,1,3,26.0,male,0,0,C
208,209,1,3,16.0,female,0,0,Q
209,210,1,1,40.0,male,0,0,C
210,211,0,3,24.0,male,0,0,S
211,212,1,2,35.0,female,0,0,S
212,213,0,3,22.0,male,0,0,S
213,214,0,2,30.0,male,0,0,S
215,216,1,1,31.0,female,1,0,C
216,217,1,3,27.0,female,0,0,S
217,218,0,2,42.0,male,1,0,S
218,219,1,1,32.0,female,0,0,C
219,220,0,2,30.0,male,0,0,S
220,221,1,3,16.0,male,0,0,S
221,222,0,2,27.0,male,0,0,S
222,223,0,3,51.0,male,0,0,S
224,225,1,1,38.0,male,1,0,S
225,226,0,3,22.0,male,0,0,S
226,227,1,2,19.0,male,0,0,S
227,228,0,3,20.5,male,0,0,S
228,229,0,2,18.0,male,0,0,S
230,231,1,1,35.0,female,1,0,S
231,232,0,3,29.0,male,0,0,S
232,233,0,2,59.0,male,0,0,S
233,234,1,3,5.0,female,4,2,S
234,235,0,2,24.0,male,0,0,S
236,237,0,2,44.0,male,1,0,S
237,238,1,2,8.0,female,0,2,S
238,239,0,2,19.0,male,0,0,S
239,240,0,2,33.0,male,0,0,S
242,243,0,2,29.0,male,0,0,S
243,244,0,3,22.0,male,0,0,S
244,245,0,3,30.0,male,0,0,C
245,246,0,1,44.0,male,2,0,Q
246,247,0,3,25.0,female,0,0,S
247,248,1,2,24.0,female,0,2,S
248,249,1,1,37.0,male,1,1,S
249,250,0,2,54.0,male,1,0,S
251,252,0,3,29.0,female,1,1,S
252,253,0,1,62.0,male,0,0,S
253,254,0,3,30.0,male,1,0,S
254,255,0,3,41.0,female,0,2,S
255,256,1,3,29.0,female,0,2,C
257,258,1,1,30.0,female,0,0,S
258,259,1,1,35.0,female,0,0,C
259,260,1,2,50.0,female,0,1,S
261,262,1,3,3.0,male,4,2,S
262,263,0,1,52.0,male,1,1,S
263,264,0,1,40.0,male,0,0,S
265,266,0,2,36.0,male,0,0,S
266,267,0,3,16.0,male,4,1,S
267,268,1,3,25.0,male,1,0,S
268,269,1,1,58.0,female,0,1,S
269,270,1,1,35.0,female,0,0,S
271,272,1,3,25.0,male,0,0,S
272,273,1,2,41.0,female,0,1,S
273,274,0,1,37.0,male,0,1,C
275,276,1,1,63.0,female,1,0,S
276,277,0,3,45.0,female,0,0,S
278,279,0,3,7.0,male,4,1,Q
279,280,1,3,35.0,female,1,1,S
280,281,0,3,65.0,male,0,0,Q
281,282,0,3,28.0,male,0,0,S
282,283,0,3,16.0,male,0,0,S
283,284,1,3,19.0,male,0,0,S
285,286,0,3,33.0,male,0,0,C
286,287,1,3,30.0,male,0,0,S
287,288,0,3,22.0,male,0,0,S
288,289,1,2,42.0,male,0,0,S
289,290,1,3,22.0,female,0,0,Q
290,291,1,1,26.0,female,0,0,S
291,292,1,1,19.0,female,1,0,C
292,293,0,2,36.0,male,0,0,C
293,294,0,3,24.0,female,0,0,S
294,295,0,3,24.0,male,0,0,S
296,297,0,3,23.5,male,0,0,C
297,298,0,1,2.0,female,1,2,S
299,300,1,1,50.0,female,0,1,C
302,303,0,3,19.0,male,0,0,S
305,306,1,1,0.92,male,1,2,S
307,308,1,1,17.0,female,1,0,C
308,309,0,2,30.0,male,1,0,C
309,310,1,1,30.0,female,0,0,C
310,311,1,1,24.0,female,0,0,C
311,312,1,1,18.0,female,2,2,C
312,313,0,2,26.0,female,1,1,S
313,314,0,3,28.0,male,0,0,S
314,315,0,2,43.0,male,1,1,S
315,316,1,3,26.0,female,0,0,S
316,317,1,2,24.0,female,1,0,S
317,318,0,2,54.0,male,0,0,S
318,319,1,1,31.0,female,0,2,S
319,320,1,1,40.0,female,1,1,C
320,321,0,3,22.0,male,0,0,S
321,322,0,3,27.0,male,0,0,S
322,323,1,2,30.0,female,0,0,Q
323,324,1,2,22.0,female,1,1,S
325,326,1,1,36.0,female,0,0,C
326,327,0,3,61.0,male,0,0,S
327,328,1,2,36.0,female,0,0,S
328,329,1,3,31.0,female,1,1,S
329,330,1,1,16.0,female,0,1,C
331,332,0,1,45.5,male,0,0,S
332,333,0,1,38.0,male,0,1,S
333,334,0,3,16.0,male,2,0,S
336,337,0,1,29.0,male,1,0,S
337,338,1,1,41.0,female,0,0,C
338,339,1,3,45.0,male,0,0,S
339,340,0,1,45.0,male,0,0,S
340,341,1,2,2.0,male,1,1,S
341,342,1,1,24.0,female,3,2,S
342,343,0,2,28.0,male,0,0,S
343,344,0,2,25.0,male,0,0,S
344,345,0,2,36.0,male,0,0,S
345,346,1,2,24.0,female,0,0,S
346,347,1,2,40.0,female,0,0,S
348,349,1,3,3.0,male,1,1,S
349,350,0,3,42.0,male,0,0,S
350,351,0,3,23.0,male,0,0,S
352,353,0,3,15.0,male,1,1,C
353,354,0,3,25.0,male,1,0,S
355,356,0,3,28.0,male,0,0,S
356,357,1,1,22.0,female,0,1,S
357,358,0,2,38.0,female,0,0,S
360,361,0,3,40.0,male,1,4,S
361,362,0,2,29.0,male,1,0,C
362,363,0,3,45.0,female,0,1,C
363,364,0,3,35.0,male,0,0,S
365,366,0,3,30.0,male,0,0,S
366,367,1,1,60.0,female,1,0,C
369,370,1,1,24.0,female,0,0,C
370,371,1,1,25.0,male,1,0,C
371,372,0,3,18.0,male,1,0,S
372,373,0,3,19.0,male,0,0,S
373,374,0,1,22.0,male,0,0,C
374,375,0,3,3.0,female,3,1,S
376,377,1,3,22.0,female,0,0,S
377,378,0,1,27.0,male,0,2,C
378,379,0,3,20.0,male,0,0,C
379,380,0,3,19.0,male,0,0,S
380,381,1,1,42.0,female,0,0,C
381,382,1,3,1.0,female,0,2,C
382,383,0,3,32.0,male,0,0,S
383,384,1,1,35.0,female,1,0,S
385,386,0,2,18.0,male,0,0,S
386,387,0,3,1.0,male,5,2,S
387,388,1,2,36.0,female,0,0,S
389,390,1,2,17.0,female,0,0,C
390,391,1,1,36.0,male,1,2,S
391,392,1,3,21.0,male,0,0,S
392,393,0,3,28.0,male,2,0,S
393,394,1,1,23.0,female,1,0,C
394,395,1,3,24.0,female,0,2,S
395,396,0,3,22.0,male,0,0,S
396,397,0,3,31.0,female,0,0,S
397,398,0,2,46.0,male,0,0,S
398,399,0,2,23.0,male,0,0,S
399,400,1,2,28.0,female,0,0,S
400,401,1,3,39.0,male,0,0,S
401,402,0,3,26.0,male,0,0,S
402,403,0,3,21.0,female,1,0,S
403,404,0,3,28.0,male,1,0,S
404,405,0,3,20.0,female,0,0,S
405,406,0,2,34.0,male,1,0,S
406,407,0,3,51.0,male,0,0,S
407,408,1,2,3.0,male,1,1,S
408,409,0,3,21.0,male,0,0,S
412,413,1,1,33.0,female,1,0,Q
414,415,1,3,44.0,male,0,0,S
416,417,1,2,34.0,female,1,1,S
417,418,1,2,18.0,female,0,2,S
418,419,0,2,30.0,male,0,0,S
419,420,0,3,10.0,female,0,2,S
421,422,0,3,21.0,male,0,0,Q
422,423,0,3,29.0,male,0,0,S
423,424,0,3,28.0,female,1,1,S
424,425,0,3,18.0,male,1,1,S
426,427,1,2,28.0,female,1,0,S
427,428,1,2,19.0,female,0,0,S
429,430,1,3,32.0,male,0,0,S
430,431,1,1,28.0,male,0,0,S
432,433,1,2,42.0,female,1,0,S
433,434,0,3,17.0,male,0,0,S
434,435,0,1,50.0,male,1,0,S
435,436,1,1,14.0,female,1,2,S
436,437,0,3,21.0,female,2,2,S
437,438,1,2,24.0,female,2,3,S
438,439,0,1,64.0,male,1,4,S
439,440,0,2,31.0,male,0,0,S
440,441,1,2,45.0,female,1,1,S
441,442,0,3,20.0,male,0,0,S
442,443,0,3,25.0,male,1,0,S
443,444,1,2,28.0,female,0,0,S
445,446,1,1,4.0,male,0,2,S
446,447,1,2,13.0,female,0,1,S
447,448,1,1,34.0,male,0,0,S
448,449,1,3,5.0,female,2,1,C
449,450,1,1,52.0,male,0,0,S
450,451,0,2,36.0,male,1,2,S
452,453,0,1,30.0,male,0,0,C
453,454,1,1,49.0,male,1,0,C
455,456,1,3,29.0,male,0,0,C
456,457,0,1,65.0,male,0,0,S
458,459,1,2,50.0,female,0,0,S
460,461,1,1,48.0,male,0,0,S
461,462,0,3,34.0,male,0,0,S
462,463,0,1,47.0,male,0,0,S
463,464,0,2,48.0,male,0,0,S
465,466,0,3,38.0,male,0,0,S
467,468,0,1,56.0,male,0,0,S
469,470,1,3,0.75,female,2,1,C
471,472,0,3,38.0,male,0,0,S
472,473,1,2,33.0,female,1,2,S
473,474,1,2,23.0,female,0,0,C
474,475,0,3,22.0,female,0,0,S
476,477,0,2,34.0,male,1,0,S
477,478,0,3,29.0,male,1,0,S
478,479,0,3,22.0,male,0,0,S
479,480,1,3,2.0,female,0,1,S
480,481,0,3,9.0,male,5,2,S
482,483,0,3,50.0,male,0,0,S
483,484,1,3,63.0,female,0,0,S
484,485,1,1,25.0,male,1,0,C
486,487,1,1,35.0,female,1,0,S
487,488,0,1,58.0,male,0,0,C
488,489,0,3,30.0,male,0,0,S
489,490,1,3,9.0,male,1,1,S
491,492,0,3,21.0,male,0,0,S
492,493,0,1,55.0,male,0,0,S
493,494,0,1,71.0,male,0,0,C
494,495,0,3,21.0,male,0,0,S
496,497,1,1,54.0,female,1,0,C
498,499,0,1,25.0,female,1,2,S
499,500,0,3,24.0,male,0,0,S
500,501,0,3,17.0,male,0,0,S
501,502,0,3,21.0,female,0,0,Q
503,504,0,3,37.0,female,0,0,S
504,505,1,1,16.0,female,0,0,S
505,506,0,1,18.0,male,1,0,C
506,507,1,2,33.0,female,0,2,S
508,509,0,3,28.0,male,0,0,S
509,510,1,3,26.0,male,0,0,S
510,511,1,3,29.0,male,0,0,Q
512,513,1,1,36.0,male,0,0,S
513,514,1,1,54.0,female,1,0,C
514,515,0,3,24.0,male,0,0,S
515,516,0,1,47.0,male,0,0,S
516,517,1,2,34.0,female,0,0,S
518,519,1,2,36.0,female,1,0,S
519,520,0,3,32.0,male,0,0,S
520,521,1,1,30.0,female,0,0,S
521,522,0,3,22.0,male,0,0,S
523,524,1,1,44.0,female,0,1,C
525,526,0,3,40.5,male,0,0,Q
526,527,1,2,50.0,female,0,0,S
528,529,0,3,39.0,male,0,0,S
529,530,0,2,23.0,male,2,1,S
530,531,1,2,2.0,female,1,1,S
532,533,0,3,17.0,male,1,1,C
534,535,0,3,30.0,female,0,0,S
535,536,1,2,7.0,female,0,2,S
536,537,0,1,45.0,male,0,0,S
537,538,1,1,30.0,female,0,0,C
539,540,1,1,22.0,female,0,2,C
540,541,1,1,36.0,female,0,2,S
541,542,0,3,9.0,female,4,2,S
542,543,0,3,11.0,female,4,2,S
543,544,1,2,32.0,male,1,0,S
544,545,0,1,50.0,male,1,0,C
545,546,0,1,64.0,male,0,0,S
546,547,1,2,19.0,female,1,0,S
548,549,0,3,33.0,male,1,1,S
549,550,1,2,8.0,male,1,1,S
550,551,1,1,17.0,male,0,2,C
551,552,0,2,27.0,male,0,0,S
553,554,1,3,22.0,male,0,0,C
554,555,1,3,22.0,female,0,0,S
555,556,0,1,62.0,male,0,0,S
556,557,1,1,48.0,female,1,0,C
558,559,1,1,39.0,female,1,1,S
559,560,1,3,36.0,female,1,0,S
561,562,0,3,40.0,male,0,0,S
562,563,0,2,28.0,male,0,0,S
565,566,0,3,24.0,male,2,0,S
566,567,0,3,19.0,male,0,0,S
567,568,0,3,29.0,female,0,4,S
569,570,1,3,32.0,male,0,0,S
570,571,1,2,62.0,male,0,0,S
571,572,1,1,53.0,female,2,0,S
572,573,1,1,36.0,male,0,0,S
574,575,0,3,16.0,male,0,0,S
575,576,0,3,19.0,male,0,0,S
576,577,1,2,34.0,female,0,0,S
577,578,1,1,39.0,female,1,0,S
579,580,1,3,32.0,male,0,0,S
580,581,1,2,25.0,female,1,1,S
581,582,1,1,39.0,female,1,1,C
582,583,0,2,54.0,male,0,0,S
583,584,0,1,36.0,male,0,0,C
585,586,1,1,18.0,female,0,2,S
586,587,0,2,47.0,male,0,0,S
587,588,1,1,60.0,male,1,1,C
588,589,0,3,22.0,male,0,0,S
590,591,0,3,35.0,male,0,0,S
591,592,1,1,52.0,female,1,0,C
592,593,0,3,47.0,male,0,0,S
594,595,0,2,37.0,male,1,0,S
595,596,0,3,36.0,male,1,1,S
597,598,0,3,49.0,male,0,0,S
599,600,1,1,49.0,male,1,0,C
600,601,1,2,24.0,female,2,1,S
603,604,0,3,44.0,male,0,0,S
604,605,1,1,35.0,male,0,0,C
605,606,0,3,36.0,male,1,0,S
606,607,0,3,30.0,male,0,0,S
607,608,1,1,27.0,male,0,0,S
608,609,1,2,22.0,female,1,2,C
609,610,1,1,40.0,female,0,0,S
610,611,0,3,39.0,female,1,5,S
614,615,0,3,35.0,male,0,0,S
615,616,1,2,24.0,female,1,2,S
616,617,0,3,34.0,male,1,1,S
617,618,0,3,26.0,female,1,0,S
618,619,1,2,4.0,female,2,1,S
619,620,0,2,26.0,male,0,0,S
620,621,0,3,27.0,male,1,0,C
621,622,1,1,42.0,male,1,0,S
622,623,1,3,20.0,male,1,1,C
623,624,0,3,21.0,male,0,0,S
624,625,0,3,21.0,male,0,0,S
625,626,0,1,61.0,male,0,0,S
626,627,0,2,57.0,male,0,0,Q
627,628,1,1,21.0,female,0,0,S
628,629,0,3,26.0,male,0,0,S
630,631,1,1,80.0,male,0,0,S
631,632,0,3,51.0,male,0,0,S
632,633,1,1,32.0,male,0,0,C
634,635,0,3,9.0,female,3,2,S
635,636,1,2,28.0,female,0,0,S
636,637,0,3,32.0,male,0,0,S
637,638,0,2,31.0,male,1,1,S
638,639,0,3,41.0,female,0,5,S
640,641,0,3,20.0,male,0,0,S
641,642,1,1,24.0,female,0,0,C
642,643,0,3,2.0,female,3,2,S
644,645,1,3,0.75,female,2,1,C
645,646,1,1,48.0,male,1,0,C
646,647,0,3,19.0,male,0,0,S
647,648,1,1,56.0,male,0,0,C
649,650,1,3,23.0,female,0,0,S
651,652,1,2,18.0,female,0,1,S
652,653,0,3,21.0,male,0,0,S
654,655,0,3,18.0,female,0,0,Q
655,656,0,2,24.0,male,2,0,S
657,658,0,3,32.0,female,1,1,Q
658,659,0,2,23.0,male,0,0,S
659,660,0,1,58.0,male,0,2,C
660,661,1,1,50.0,male,2,0,S
661,662,0,3,40.0,male,0,0,C
662,663,0,1,47.0,male,0,0,S
663,664,0,3,36.0,male,0,0,S
664,665,1,3,20.0,male,1,0,S
665,666,0,2,32.0,male,2,0,S
666,667,0,2,25.0,male,0,0,S
668,669,0,3,43.0,male,0,0,S
670,671,1,2,40.0,female,1,1,S
671,672,0,1,31.0,male,1,0,S
672,673,0,2,70.0,male,0,0,S
673,674,1,2,31.0,male,0,0,S
675,676,0,3,18.0,male,0,0,S
676,677,0,3,24.5,male,0,0,S
677,678,1,3,18.0,female,0,0,S
678,679,0,3,43.0,female,1,6,S
679,680,1,1,36.0,male,0,1,C
681,682,1,1,27.0,male,0,0,C
682,683,0,3,20.0,male,0,0,S
683,684,0,3,14.0,male,5,2,S
684,685,0,2,60.0,male,1,1,S
685,686,0,2,25.0,male,1,2,C
686,687,0,3,14.0,male,4,1,S
687,688,0,3,19.0,male,0,0,S
688,689,0,3,18.0,male,0,0,S
689,690,1,1,15.0,female,0,1,S
690,691,1,1,31.0,male,1,0,S
691,692,1,3,4.0,female,0,1,C
693,694,0,3,25.0,male,0,0,C
694,695,0,1,60.0,male,0,0,S
695,696,0,2,52.0,male,0,0,S
696,697,0,3,44.0,male,0,0,S
698,699,0,1,49.0,male,1,1,C
699,700,0,3,42.0,male,0,0,S
700,701,1,1,18.0,female,1,0,C
701,702,1,1,35.0,male,0,0,S
702,703,0,3,18.0,female,0,1,C
703,704,0,3,25.0,male,0,0,Q
704,705,0,3,26.0,male,1,0,S
705,706,0,2,39.0,male,0,0,S
706,707,1,2,45.0,female,0,0,S
707,708,1,1,42.0,male,0,0,S
708,709,1,1,22.0,female,0,0,S
710,711,1,1,24.0,female,0,0,C
712,713,1,1,48.0,male,1,0,S
713,714,0,3,29.0,male,0,0,S
714,715,0,2,52.0,male,0,0,S
715,716,0,3,19.0,male,0,0,S
716,717,1,1,38.0,female,0,0,C
717,718,1,2,27.0,female,0,0,S
719,720,0,3,33.0,male,0,0,S
720,721,1,2,6.0,female,0,1,S
721,722,0,3,17.0,male,1,0,S
722,723,0,2,34.0,male,0,0,S
723,724,0,2,50.0,male,0,0,S
724,725,1,1,27.0,male,1,0,S
725,726,0,3,20.0,male,0,0,S
726,727,1,2,30.0,female,3,0,S
728,729,0,2,25.0,male,1,0,S
729,730,0,3,25.0,female,1,0,S
730,731,1,1,29.0,female,0,0,S
731,732,0,3,11.0,male,0,0,C
733,734,0,2,23.0,male,0,0,S
734,735,0,2,23.0,male,0,0,S
735,736,0,3,28.5,male,0,0,S
736,737,0,3,48.0,female,1,3,S
737,738,1,1,35.0,male,0,0,C
741,742,0,1,36.0,male,1,0,S
742,743,1,1,21.0,female,2,2,C
743,744,0,3,24.0,male,1,0,S
744,745,1,3,31.0,male,0,0,S
745,746,0,1,70.0,male,1,1,S
746,747,0,3,16.0,male,1,1,S
747,748,1,2,30.0,female,0,0,S
748,749,0,1,19.0,male,1,0,S
749,750,0,3,31.0,male,0,0,Q
750,751,1,2,4.0,female,1,1,S
751,752,1,3,6.0,male,0,1,S
752,753,0,3,33.0,male,0,0,S
753,754,0,3,23.0,male,0,0,S
754,755,1,2,48.0,female,1,2,S
755,756,1,2,0.67,male,1,1,S
756,757,0,3,28.0,male,0,0,S
757,758,0,2,18.0,male,0,0,S
758,759,0,3,34.0,male,0,0,S
759,760,1,1,33.0,female,0,0,S
761,762,0,3,41.0,male,0,0,S
762,763,1,3,20.0,male,0,0,C
763,764,1,1,36.0,female,1,2,S
764,765,0,3,16.0,male,0,0,S
765,766,1,1,51.0,female,1,0,S
767,768,0,3,30.5,female,0,0,Q
769,770,0,3,32.0,male,0,0,S
770,771,0,3,24.0,male,0,0,S
771,772,0,3,48.0,male,0,0,S
772,773,0,2,57.0,female,0,0,S
774,775,1,2,54.0,female,1,3,S
775,776,0,3,18.0,male,0,0,S
777,778,1,3,5.0,female,0,0,S
779,780,1,1,43.0,female,0,1,S
780,781,1,3,13.0,female,0,0,C
781,782,1,1,17.0,female,1,0,S
782,783,0,1,29.0,male,0,0,S
784,785,0,3,25.0,male,0,0,S
785,786,0,3,25.0,male,0,0,S
786,787,1,3,18.0,female,0,0,S
787,788,0,3,8.0,male,4,1,Q
788,789,1,3,1.0,male,1,2,S
789,790,0,1,46.0,male,0,0,C
791,792,0,2,16.0,male,0,0,S
794,795,0,3,25.0,male,0,0,S
795,796,0,2,39.0,male,0,0,S
796,797,1,1,49.0,female,0,0,S
797,798,1,3,31.0,female,0,0,S
798,799,0,3,30.0,male,0,0,C
799,800,0,3,30.0,female,1,1,S
800,801,0,2,34.0,male,0,0,S
801,802,1,2,31.0,female,1,1,S
802,803,1,1,11.0,male,1,2,S
803,804,1,3,0.42,male,0,1,C
804,805,1,3,27.0,male,0,0,S
805,806,0,3,31.0,male,0,0,S
806,807,0,1,39.0,male,0,0,S
807,808,0,3,18.0,female,0,0,S
808,809,0,2,39.0,male,0,0,S
809,810,1,1,33.0,female,1,0,S
810,811,0,3,26.0,male,0,0,S
811,812,0,3,39.0,male,0,0,S
812,813,0,2,35.0,male,0,0,S
813,814,0,3,6.0,female,4,2,S
814,815,0,3,30.5,male,0,0,S
816,817,0,3,23.0,female,0,0,S
817,818,0,2,31.0,male,1,1,C
818,819,0,3,43.0,male,0,0,S
819,820,0,3,10.0,male,3,2,S
820,821,1,1,52.0,female,1,1,S
821,822,1,3,27.0,male,0,0,S
822,823,0,1,38.0,male,0,0,S
823,824,1,3,27.0,female,0,1,S
824,825,0,3,2.0,male,4,1,S
827,828,1,2,1.0,male,0,2,C
829,830,1,1,62.0,female,0,0,
830,831,1,3,15.0,female,1,0,C
831,832,1,2,0.83,male,1,1,S
833,834,0,3,23.0,male,0,0,S
834,835,0,3,18.0,male,0,0,S
835,836,1,1,39.0,female,1,1,C
836,837,0,3,21.0,male,0,0,S
838,839,1,3,32.0,male,0,0,S
840,841,0,3,20.0,male,0,0,S
841,842,0,2,16.0,male,0,0,S
842,843,1,1,30.0,female,0,0,C
843,844,0,3,34.5,male,0,0,C
844,845,0,3,17.0,male,0,0,S
845,846,0,3,42.0,male,0,0,S
847,848,0,3,35.0,male,0,0,C
848,849,0,2,28.0,male,0,1,S
850,851,0,3,4.0,male,4,2,S
851,852,0,3,74.0,male,0,0,S
852,853,0,3,9.0,female,1,1,C
853,854,1,1,16.0,female,0,1,S
854,855,0,2,44.0,female,1,0,S
855,856,1,3,18.0,female,0,1,S
856,857,1,1,45.0,female,1,1,S
857,858,1,1,51.0,male,0,0,S
858,859,1,3,24.0,female,0,3,C
860,861,0,3,41.0,male,2,0,S
861,862,0,2,21.0,male,1,0,S
862,863,1,1,48.0,female,0,0,S
864,865,0,2,24.0,male,0,0,S
865,866,1,2,42.0,female,0,0,S
866,867,1,2,27.0,female,1,0,C
867,868,0,1,31.0,male,0,0,S
869,870,1,3,4.0,male,1,1,S
